common_name	SMILES_code	InChI_code	aroma	flavor
methylthiomethyl hexanoate	CCCCCC(=O)OCSC	InChI=1S/C8H16O2S/c1-3-4-5-6-8(9)10-7-11-2/h3-7H2,1-2H3		vegetal
methylthiomethylmercaptan	CSCS	InChI=1S/C2H6S2/c1-4-2-3/h3H,2H2,1H3	sharp|sulfurous	
tannins	C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OCC3C(C(C(C(O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O	InChI=1S/C76H52O46/c77-32-1-22(2-33(78)53(32)92)67(103)113-47-16-27(11-42(87)58(47)97)66(102)112-21-52-63(119-72(108)28-12-43(88)59(98)48(17-28)114-68(104)23-3-34(79)54(93)35(80)4-23)64(120-73(109)29-13-44(89)60(99)49(18-29)115-69(105)24-5-36(81)55(94)37(82)6-24)65(121-74(110)30-14-45(90)61(100)50(19-30)116-70(106)25-7-38(83)56(95)39(84)8-25)76(118-52)122-75(111)31-15-46(91)62(101)51(20-31)117-71(107)26-9-40(85)57(96)41(86)10-26/h1-20,52,63-65,76-101H,21H2/t52-,63-,64+,65-,76+/m0/s1	floral sharp|sour vegetal	nan
mintlactone, (+/-)-	CC1CCC2=C(C(=O)OC2C1)C	InChI=1S/C10H14O2/c1-6-3-4-8-7(2)10(11)12-9(8)5-6/h6,9H,3-5H2,1-2H3/t6-,9-/m0/s1		starchy|bready brown|vanilla
ethanol-d5	CCO	InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3/i1D3,2D2	brown	brown sharp|bitter sweet savory|cooked
4-(((1r,2s,5r)-2-isopropyl-5-methylcyclohexyl)oxy)-4-oxobutanoic acid	CC1CCC(C(C1)OC(=O)CCC(=O)O)C(C)C	InChI=1S/C14H24O4/c1-9(2)11-5-4-10(3)8-12(11)18-14(17)7-6-13(15)16/h9-12H,4-8H2,1-3H3,(H,15,16)/t10-,11+,12-/m1/s1		vegetal|herbal minty
monosodium glutamate	C(CC(=O)O)C(C(=O)[O-])N.[Na+]	InChI=1S/C5H9NO4.Na/c6-3(5(9)10)1-2-4(7)8;/h3H,1-2,6H2,(H,7,8)(H,9,10);/q;+1/p-1/t3-;/m0./s1		sharp|salty
mustard gas	C(CCl)SCCCl	InChI=1S/C4H8Cl2S/c5-1-3-7-4-2-6/h1-4H2	vegetal|herbal sharp|spicy sharp|repugnant sharp|sour	brown sharp|sour vegetal
myrcene	CC(=CCCC(=C)C=C)C	InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3	vegetal|herbal brown sharp|sour	vegetal floral earthy|woody vegetal|vegetable
myrcenol	CC(C)(CCCC(=C)C=C)O	InChI=1S/C10H18O/c1-5-9(2)7-6-8-10(3,4)11/h5,11H,1-2,6-8H2,3-4H3	floral fruity|citrusy sharp|sour	
tetradecanal	CCCCCCCCCCCCCC=O	InChI=1S/C14H28O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h14H,2-13H2,1H3	fruity|citrusy sharp|sour	fruity|citrusy
myristic acid	CCCCCCCCCCCCCC(=O)O	InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)	sharp|sour vegetal fatty	
anethole	CC=CC1=CC=C(C=C1)OC	InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3/b4-3+	vegetal|herbal brown sharp|spicy floral fruity sharp|sour	vegetal|herbal nan
(-)-myrtenol	CC1(C2CC=C(C1C2)CO)C	InChI=1S/C10H16O/c1-10(2)8-4-3-7(6-11)9(10)5-8/h3,8-9,11H,4-6H2,1-2H3/t8-,9-/m0/s1	earthy|woody	
(-)-myrtenyl acetate	CC(=O)OCC1=CCC2CC1C2(C)C	InChI=1S/C12H18O2/c1-8(13)14-7-9-4-5-10-6-11(9)12(10,2)3/h4,10-11H,5-7H2,1-3H3/t10-,11-/m0/s1	vegetal|herbal earthy|woody	vegetal|herbal vegetal earthy|woody
n,n-dimethylphenethylamine	CN(C)CCC1=CC=CC=C1	InChI=1S/C10H15N/c1-11(2)9-8-10-6-4-3-5-7-10/h3-7H,8-9H2,1-2H3		starchy fruity savory|meaty
n-(heptan-4-yl)benzo[d][1,3]dioxole-5-carboxamide	CCCC(CCC)NC(=O)C1=CC2=C(C=C1)OCO2	InChI=1S/C15H21NO3/c1-3-5-12(6-4-2)16-15(17)11-7-8-13-14(9-11)19-10-18-13/h7-9,12H,3-6,10H2,1-2H3,(H,16,17)	savory savory|meaty	vegetal savory|meaty
2-(benzoylamino)benzoic acid	C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)O	InChI=1S/C14H11NO3/c16-13(10-6-2-1-3-7-10)15-12-9-5-4-8-11(12)14(17)18/h1-9H,(H,15,16)(H,17,18)	fruity	fruity
butyl valerate	CCCCC(=O)OCCCC	InChI=1S/C9H18O2/c1-3-5-7-9(10)11-8-6-4-2/h3-8H2,1-2H3	fruity|berry fruity	fruity|berry
butyl 2-methylbutyrate	CCCCOC(=O)C(C)CC	InChI=1S/C9H18O2/c1-4-6-7-11-9(10)8(3)5-2/h8H,4-7H2,1-3H3	brown|chocolate fruity sharp|bitter	
butyric acid	CCCC(=O)O	InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)	fruity|berry dairy fatty sharp|salty fruity sharp|sour	sharp|sour
(2e,6z)-n-cyclopropylnona-2,6-dienamide	CCC=CCCC=CC(=O)NC1CC1	InChI=1S/C12H19NO/c1-2-3-4-5-6-7-8-12(14)13-11-9-10-11/h3-4,7-8,11H,2,5-6,9-10H2,1H3,(H,13,14)/b4-3-,8-7+	vegetal|herbal savory|meaty	vegetal savory|meaty
(2e,6z)-n-ethylnona-2,6-dienamide	CCC=CCCC=CC(=O)NCC	InChI=1S/C11H19NO/c1-3-5-6-7-8-9-10-11(13)12-4-2/h5-6,9-10H,3-4,7-8H2,1-2H3,(H,12,13)/b6-5-,10-9+	sharp|spicy savory|meaty	vegetal
1-furfurylpyrrole	C1=CN(C=C1)CC2=CC=CO2	InChI=1S/C9H9NO/c1-2-6-10(5-1)8-9-4-3-7-11-9/h1-7H,8H2	brown vegetal sharp|bitter earthy fruity savory|meaty	brown vegetal sharp|bitter nan earthy|nutty savory|cooked
n-gluconyl ethanolamine	C(CO)NC(=O)C(C(C(C(CO)O)O)O)O	InChI=1S/C8H17NO7/c10-2-1-9-8(16)7(15)6(14)5(13)4(12)3-11/h4-7,10-15H,1-3H2,(H,9,16)	sweet brown savory|cooked	savory|meaty
n-gluconyl ethanolamine phosphate	C(COP(=O)(O)O)NC(=O)C(C(C(C(CO)O)O)O)O	InChI=1S/C8H18NO10P/c10-3-4(11)5(12)6(13)7(14)8(15)9-1-2-19-20(16,17)18/h4-7,10-14H,1-3H2,(H,9,15)(H2,16,17,18)/t4-,5+,6+,7-/m1/s1	savory|cooked brown	savory|meaty
hexyl crotonate	CCCCCCOC(=O)C=CC	InChI=1S/C10H18O2/c1-3-5-6-7-9-12-10(11)8-4-2/h4,8H,3,5-7,9H2,1-2H3/b8-4+	fruity	
2-hydroxy-n-(2-hydroxyethyl)propanamide	CC(C(=O)NCCO)O	InChI=1S/C5H11NO3/c1-4(8)5(9)6-2-3-7/h4,7-8H,2-3H2,1H3,(H,6,9)	savory|cooked brown	savory|meaty
n-lactoyl ethanolamine phosphate	CC(C(=O)NCCOP(=O)(O)O)O	InChI=1S/C5H12NO6P/c1-4(7)5(8)6-2-3-12-13(9,10)11/h4,7H,2-3H2,1H3,(H,6,8)(H2,9,10,11)	savory|cooked brown	fruity savory|meaty
nonanal	CCCCCCCCC=O	InChI=1S/C9H18O/c1-2-3-4-5-6-7-8-9-10/h9H,2-8H2,1H3	floral fatty fruity sharp|sour	sweet nan fruity|citrusy
octanal	CCCCCCCC=O	InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3	brown floral sweet fruity|citrusy	nan
octyl formate	CCCCCCCCOC=O	InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-11-9-10/h9H,2-8H2,1H3	floral fruity	floral fruity sharp|bitter
propyl hexanoate	CCCCCC(=O)OCCC	InChI=1S/C9H18O2/c1-3-5-6-7-9(10)11-8-4-2/h3-8H2,1-2H3	fruity|berry fruity	fruity|berry fruity
pentanal	CCCCC=O	InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3	sharp|sour	liquorlike fruity
n-((ethoxycarbonyl)methyl)-p-menthane-3-carboxamide	CCOC(=O)CNC(=O)C1CC(CCC1C(C)C)C	InChI=1S/C15H27NO3/c1-5-19-14(17)9-16-15(18)13-8-11(4)6-7-12(13)10(2)3/h10-13H,5-9H2,1-4H3,(H,16,18)/t11-,12+,13-/m1/s1		vegetal
rubemamine	COC1=C(C=C(C=C1)CCNC(=O)C=CC2=CC(=C(C=C2)OC)OC)OC	InChI=1S/C21H25NO5/c1-24-17-8-5-15(13-19(17)26-3)7-10-21(23)22-12-11-16-6-9-18(25-2)20(14-16)27-4/h5-10,13-14H,11-12H2,1-4H3,(H,22,23)/b10-7+	savory savory|meaty	savory|meaty
n1-(2,4-dimethoxybenzyl)-n2-(2-(pyridin-2-yl)ethyl)oxalamide	COC1=CC(=C(C=C1)CNC(=O)C(=O)NCCC2=CC=CC=N2)OC	InChI=1S/C18H21N3O4/c1-24-15-7-6-13(16(11-15)25-2)12-21-18(23)17(22)20-10-8-14-5-3-4-9-19-14/h3-7,9,11H,8,10,12H2,1-2H3,(H,20,22)(H,21,23)	savory savory|meaty	vegetal savory|meaty
n1-(2-methoxy-4-methylbenzyl)-n2-(2-(5-methylpyridin-2-yl)ethyl)oxalamide	CC1=CC(=C(C=C1)CNC(=O)C(=O)NCCC2=NC=C(C=C2)C)OC	InChI=1S/C19H23N3O3/c1-13-4-6-15(17(10-13)25-3)12-22-19(24)18(23)20-9-8-16-7-5-14(2)11-21-16/h4-7,10-11H,8-9,12H2,1-3H3,(H,20,23)(H,22,24)	savory savory|meaty	vegetal savory|meaty
n1-(2-methoxy-4-methylbenzyl)-n2-(2-(pyridin-2-yl)ethyl)oxalamide	CC1=CC(=C(C=C1)CNC(=O)C(=O)NCCC2=CC=CC=N2)OC	InChI=1S/C18H21N3O3/c1-13-6-7-14(16(11-13)24-2)12-21-18(23)17(22)20-10-8-15-5-3-4-9-19-15/h3-7,9,11H,8,10,12H2,1-2H3,(H,20,22)(H,21,23)	savory savory|meaty	vegetal savory|meaty
neohesperidin dihydrochalcone	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O	InChI=1S/C28H36O15/c1-11-21(34)23(36)25(38)27(40-11)43-26-24(37)22(35)19(10-29)42-28(26)41-13-8-16(32)20(17(33)9-13)14(30)5-3-12-4-6-18(39-2)15(31)7-12/h4,6-9,11,19,21-29,31-38H,3,5,10H2,1-2H3/t11-,19+,21-,22+,23+,24-,25+,26+,27-,28+/m0/s1		vegetal
neotame	CC(C)(C)CCNC(CC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)OC	InChI=1S/C20H30N2O5/c1-20(2,3)10-11-21-15(13-17(23)24)18(25)22-16(19(26)27-4)12-14-8-6-5-7-9-14/h5-9,15-16,21H,10-13H2,1-4H3,(H,22,25)(H,23,24)/t15-,16-/m0/s1		sweet
nerol	CC(=CCCC(=CCO)C)C	InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-	floral fruity|berry sharp|bitter	floral sharp|bitter sweet fruity|citrusy fruity
nerolidol	CC(=CCCC(=CCCC(C)(C=C)O)C)C	InChI=1S/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3/b14-11+	fruity|berry brown floral fatty sharp|sour	nan
neryl acetate	CC(=CCCC(=CCOC(=O)C)C)C	InChI=1S/C12H20O2/c1-10(2)6-5-7-11(3)8-9-14-12(4)13/h6,8H,5,7,9H2,1-4H3/b11-8-	floral fruity|citrusy	floral
neryl butyrate	CCCC(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C14H24O2/c1-5-7-14(15)16-11-10-13(4)9-6-8-12(2)3/h8,10H,5-7,9,11H2,1-4H3/b13-10-	floral vegetal	brown|chocolate sharp|bitter
neryl formate	CC(=CCCC(=CCOC=O)C)C	InChI=1S/C11H18O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,7,9H,4,6,8H2,1-3H3/b11-7-	vegetal|herbal sharp|repugnant floral	sharp|sour fruity
neryl isobutyrate	CC(C)C(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C14H24O2/c1-11(2)7-6-8-13(5)9-10-16-14(15)12(3)4/h7,9,12H,6,8,10H2,1-5H3/b13-9-	sharp|sour	fruity|berry
neryl isovalerate	CC(C)CC(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C15H26O2/c1-12(2)7-6-8-14(5)9-10-17-15(16)11-13(3)4/h7,9,13H,6,8,10-11H2,1-5H3/b14-9-	floral fruity|citrusy fruity sharp|sour	vegetal|herbal fruity|berry sharp|bitter fruity
neryl propionate	CCC(=O)OCC=C(C)CCC=C(C)C	InChI=1S/C13H22O2/c1-5-13(14)15-10-9-12(4)8-6-7-11(2)3/h7,9H,5-6,8,10H2,1-4H3/b12-9-	floral sharp|sour fruity	
nitrous oxide	[N-]=[N+]=O	InChI=1S/N2O/c1-2-3	sweet	sweet
trans-2,cis-6-nonadienal	CCC=CCCC=CC=O	InChI=1S/C9H14O/c1-2-3-4-5-6-7-8-9-10/h3-4,7-9H,2,5-6H2,1H3/b4-3-,8-7+	vegetal|vegetable	
1,1-dimethoxynonane	CCCCCCCCC(OC)OC	InChI=1S/C11H24O2/c1-4-5-6-7-8-9-10-11(12-2)13-3/h11H,4-10H2,1-3H3	fruity|citrusy fruity	floral fruity|citrusy
4-methyl-2-octyl-1,3-dioxolane	CCCCCCCCC1OCC(O1)C	InChI=1S/C12H24O2/c1-3-4-5-6-7-8-9-12-13-10-11(2)14-12/h11-12H,3-10H2,1-2H3	fruity	fruity earthy|nutty savory|meaty
nonanoic acid	CCCCCCCCC(=O)O	InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)	sharp|sour	
nonyl acetate	CCCCCCCCCOC(=O)C	InChI=1S/C11H22O2/c1-3-4-5-6-7-8-9-10-13-11(2)12/h3-10H2,1-2H3	floral fruity|citrusy fruity earthy|fungal sharp|sour	floral earthy|fungal sharp|bitter
nonan-1-ol	CCCCCCCCCO	InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3	floral fruity sharp|bitter	vegetal sharp|bitter fruity sharp|sour
nonyl isovalerate	CCCCCCCCCOC(=O)CC(C)C	InChI=1S/C14H28O2/c1-4-5-6-7-8-9-10-11-16-14(15)12-13(2)3/h13H,4-12H2,1-3H3	fruity|citrusy fruity earthy|nutty sharp|sour	floral
nonyl octanoate	CCCCCCCCCOC(=O)CCCCCCC	InChI=1S/C17H34O2/c1-3-5-7-9-10-12-14-16-19-17(18)15-13-11-8-6-4-2/h3-16H2,1-2H3	floral sharp|sour earthy|fungal	earthy|fungal
nootkatone	CC1CC(=O)C=C2C1(CC(CC2)C(=C)C)C	InChI=1S/C15H22O/c1-10(2)12-5-6-13-8-14(16)7-11(3)15(13,4)9-12/h8,11-12H,1,5-7,9H2,2-4H3/t11-,12-,15+/m1/s1	fruity|citrusy fatty sharp|bitter	fruity|citrusy sharp|bitter
cid 6850746	CC1CC(CCC1=C)C(C)C.CC1CC(CC=C1C)C(C)C.CC1(C2CCC(C2)C1=C)C	InChI=1S/2C11H20.C10H16/c2*1-8(2)11-6-5-9(3)10(4)7-11;1-7-8-4-5-9(6-8)10(7,2)3/h5,8,10-11H,6-7H2,1-4H3;8,10-11H,3,5-7H2,1-2,4H3;8-9H,1,4-6H2,2-3H3/t2*10-,11-;/m11./s1	fruity	vegetal|herbal brown earthy|woody
2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane;1,6-dimethyl-4-propan-2-ylcyclohexene;2-methyl-1-methylidene-4-propan-2-ylcyclohexane	CC1CC(CCC1=C)C(C)C.CC1CC(CC=C1C)C(C)C.CC1(C2CCC(C2)C1=C)C	InChI=1S/2C11H20.C10H16/c2*1-8(2)11-6-5-9(3)10(4)7-11;1-7-8-4-5-9(6-8)10(7,2)3/h5,8,10-11H,6-7H2,1-4H3;8,10-11H,3,5-7H2,1-2,4H3;8-9H,1,4-6H2,2-3H3	vegetal|herbal dairy brown fatty	
2-(methylthio)phenol	CSC1=CC=CC=C1O	InChI=1S/C7H8OS/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3	brown sharp|salty sharp|bitter	
2-methoxybenzaldehyde	COC1=CC=CC=C1C=O	InChI=1S/C8H8O2/c1-10-8-5-3-2-4-7(8)6-9/h2-6H,1H3	vegetal|herbal floral brown|vanilla earthy|nutty	floral brown|vanilla sharp|bitter earthy|nutty sharp|repugnant
o-cresol	CC1=CC=CC=C1O	InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3		savory|cooked savory|meaty
2-methoxycinnamaldehyde	COC1=CC=CC=C1C=CC=O	InChI=1S/C10H10O2/c1-12-10-7-3-2-5-9(10)6-4-8-11/h2-8H,1H3/b6-4+	vegetal|herbal sharp|spicy fruity	sharp|spicy
2-methylanisole	CC1=CC=CC=C1OC	InChI=1S/C8H10O/c1-7-5-3-4-6-8(7)9-2/h3-6H,1-2H3	earthy floral earthy|nutty	earthy|woody fruity earthy|nutty
o-tolyl acetate	CC1=CC=CC=C1OC(=O)C	InChI=1S/C9H10O2/c1-7-5-3-4-6-9(7)11-8(2)10/h3-6H,1-2H3	floral fruity	fruity
o-tolyl isobutyrate	CC1=CC=CC=C1OC(=O)C(C)C	InChI=1S/C11H14O2/c1-8(2)11(12)13-10-7-5-4-6-9(10)3/h4-8H,1-3H3	fruity|berry	
o-tolyl salicylate	CC1=CC=CC=C1OC(=O)C2=CC=CC=C2O	InChI=1S/C14H12O3/c1-10-6-2-5-9-13(10)17-14(16)11-7-3-4-8-12(11)15/h2-9,15H,1H3	vegetal	
octahydro-2h-1-benzopyran-2-one	C1CCC2C(C1)CCC(=O)O2	InChI=1S/C9H14O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h7-8H,1-6H2	fruity	
1,1-dimethoxyoctane	CCCCCCCC(OC)OC	InChI=1S/C10H22O2/c1-4-5-6-7-8-9-10(11-2)12-3/h10H,4-9H2,1-3H3	earthy|woody liquorlike fruity|citrusy	
2-heptyl-4-methyl-1,3-dioxolane	CCCCCCCC1OCC(O1)C	InChI=1S/C11H22O2/c1-3-4-5-6-7-8-11-12-9-10(2)13-11/h10-11H,3-9H2,1-2H3	earthy|woody	
octanoic acid	CCCCCCCC(=O)O	InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)	brown fatty earthy fruity sharp|sour	dairy sharp|sour
octyl 2-furoate	CCCCCCCCOC(=O)C1=CC=CO1	InChI=1S/C13H20O3/c1-2-3-4-5-6-7-10-16-13(14)12-9-8-11-15-12/h8-9,11H,2-7,10H2,1H3	sweet brown fruity	
octyl 2-methylbutyrate	CCCCCCCCOC(=O)C(C)CC	InChI=1S/C13H26O2/c1-4-6-7-8-9-10-11-15-13(14)12(3)5-2/h12H,4-11H2,1-3H3	fruity|berry liquorlike fruity	
octyl acetate	CCCCCCCCOC(=O)C	InChI=1S/C10H20O2/c1-3-4-5-6-7-8-9-12-10(2)11/h3-9H2,1-2H3	floral fruity	floral fruity sharp|bitter
octyl butyrate	CCCCCCCCOC(=O)CCC	InChI=1S/C12H24O2/c1-3-5-6-7-8-9-11-14-12(13)10-4-2/h3-11H2,1-2H3	vegetal|herbal sharp|sour fruity	vegetal|herbal fruity
octyl heptanoate	CCCCCCCCOC(=O)CCCCCC	InChI=1S/C15H30O2/c1-3-5-7-9-10-12-14-17-15(16)13-11-8-6-4-2/h3-14H2,1-2H3	sharp|sour fruity	
octyl isobutyrate	CCCCCCCCOC(=O)C(C)C	InChI=1S/C12H24O2/c1-4-5-6-7-8-9-10-14-12(13)11(2)3/h11H,4-10H2,1-3H3	sharp|sour	vegetal|herbal fruity
octyl octanoate	CCCCCCCCOC(=O)CCCCCCC	InChI=1S/C16H32O2/c1-3-5-7-9-11-13-15-18-16(17)14-12-10-8-6-4-2/h3-15H2,1-2H3	vegetal|herbal	fruity
octyl propionate	CCCCCCCCOC(=O)CC	InChI=1S/C11H22O2/c1-3-5-6-7-8-9-10-13-11(12)4-2/h3-10H2,1-2H3	fruity|berry	
oleic acid	CCCCCCCCC=CCCCCCCCC(=O)O	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-	sharp|sour fatty	fatty
d-isoleucine methyl ester hydrochloride	CCC(C)C(C(=O)OC)N.Cl	InChI=1S/C7H15NO2.ClH/c1-4-5(2)6(8)7(9)10-3;/h5-6H,4,8H2,1-3H3;1H/t5-,6-;/m1./s1	dairy vegetal|allium fatty	
p-cymene	CC1=CC=C(C=C1)C(C)C	InChI=1S/C10H14/c1-8(2)10-6-4-9(3)5-7-10/h4-8H,1-3H3	earthy|dry  fruity|citrusy sharp|sour	vegetal|herbal vegetal
1,4-dimethoxybenzene	COC1=CC=C(C=C1)OC	InChI=1S/C8H10O2/c1-9-7-3-5-8(10-2)6-4-7/h3-6H,1-2H3		sharp|bitter
4-ethoxybenzaldehyde	CCOC1=CC=C(C=C1)C=O	InChI=1S/C9H10O2/c1-2-11-9-5-3-8(7-10)4-6-9/h3-7H,2H2,1H3	vegetal|herbal floral	vegetal|herbal floral
4'-isopropylacetophenone	CC(C)C1=CC=C(C=C1)C(=O)C	InChI=1S/C11H14O/c1-8(2)10-4-6-11(7-5-10)9(3)12/h4-8H,1-3H3	vegetal|herbal sharp|spicy earthy|woody	vegetal|herbal sharp|spicy
4-isopropylbenzyl alcohol	CC(C)C1=CC=C(C=C1)CO	InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3-6,8,11H,7H2,1-2H3	vegetal|herbal	
4-isopropylphenylacetaldehyde	CC(C)C1=CC=C(C=C1)CC=O	InChI=1S/C11H14O/c1-9(2)11-5-3-10(4-6-11)7-8-12/h3-6,8-9H,7H2,1-2H3	sharp|bitter sweet fruity|citrusy fruity sharp|sour	sharp|bitter sweet fruity|citrusy fruity
p-menth-3-en-1-ol	CC(C)C1=CCC(CC1)(C)O	InChI=1S/C10H18O/c1-8(2)9-4-6-10(3,11)7-5-9/h4,8,11H,5-7H2,1-3H3	earthy|woody sharp|repugnant	
beta-terpineol	CC(=C)C1CCC(CC1)(C)O	InChI=1S/C10H18O/c1-8(2)9-4-6-10(3,11)7-5-9/h9,11H,1,4-7H2,2-3H3	earthy earthy|woody	
dihydrocarvone	CC1CCC(CC1=O)C(=C)C	InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3	vegetal|herbal minty	
alpha-terpinene	CC1=CC=C(CC1)C(C)C	InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,6,8H,5,7H2,1-3H3	earthy|woody fruity|citrusy sharp|sour	sharp|spicy sharp|bitter fruity|citrusy sharp|sour
piperitenone	CC1=CC(=O)C(=C(C)C)CC1	InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)6-10(9)11/h6H,4-5H2,1-3H3	vegetal|herbal	
gamma-terpinene	CC1=CCC(=CC1)C(C)C	InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,7-8H,5-6H2,1-3H3	earthy|woody sharp|chemical fruity|citrusy sharp|sour	vegetal|herbal sharp|bitter earthy|woody fruity|citrusy
perillaldehyde	CC(=C)C1CCC(=CC1)C=O	InChI=1S/C10H14O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,7,10H,1,4-6H2,2H3	vegetal|herbal sharp|spicy fatty	
perillyl alcohol	CC(=C)C1CCC(=CC1)CO	InChI=1S/C10H16O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,10-11H,1,4-7H2,2H3	sharp|sour	
perillyl acetate	CC(=C)C1CCC(=CC1)COC(=O)C	InChI=1S/C12H18O2/c1-9(2)12-6-4-11(5-7-12)8-14-10(3)13/h4,12H,1,5-8H2,2-3H3	vegetal|herbal sharp|spicy	
p-mentha-8-thiol-3-one	CC1CCC(C(=O)C1)C(C)(C)S	InChI=1S/C10H18OS/c1-7-4-5-8(9(11)6-7)10(2,3)12/h7-8,12H,4-6H2,1-3H3		earthy fruity|berry fruity
p-menthan-2-ol	CC1CCC(CC1O)C(C)C	InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)10(11)6-9/h7-11H,4-6H2,1-3H3/t8-,9-,10-/m1/s1	dairy	
cyclohexanone, 2-methyl-5-(1-methylethyl)-	CC1CCC(CC1=O)C(C)C	InChI=1S/C10H18O/c1-7(2)9-5-4-8(3)10(11)6-9/h7-9H,4-6H2,1-3H3	vegetal|herbal minty	vegetal|herbal liquorlike sharp|bitter fruity|citrusy minty
p-menthane-3,8-diol	CC1CCC(C(C1)O)C(C)(C)O	InChI=1S/C10H20O2/c1-7-4-5-8(9(11)6-7)10(2,3)12/h7-9,11-12H,4-6H2,1-3H3	vegetal|herbal vegetal	
4-methoxybenzaldehyde	COC1=CC=C(C=C1)C=O	InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3	vegetal|herbal floral	vegetal|herbal fruity|berry sharp|bitter nan earthy|nutty
4-methoxycinnamaldehyde	COC1=CC=C(C=C1)C=CC=O	InChI=1S/C10H10O2/c1-12-10-6-4-9(5-7-10)3-2-8-11/h2-8H,1H3/b3-2+	floral sharp|spicy	dairy fruity
1-methoxy-4-propylbenzene	CCCC1=CC=C(C=C1)OC	InChI=1S/C10H14O/c1-3-4-9-5-7-10(11-2)8-6-9/h5-8H,3-4H2,1-2H3	vegetal|herbal	liquorlike
p-tolyl acetate	CC1=CC=C(C=C1)OC(=O)C	InChI=1S/C9H10O2/c1-7-3-5-9(6-4-7)11-8(2)10/h3-6H,1-2H3	sweet brown floral	sweet brown floral
p-tolyl isobutyrate	CC1=CC=C(C=C1)OC(=O)C(C)C	InChI=1S/C11H14O2/c1-8(2)11(12)13-10-6-4-9(3)5-7-10/h4-8H,1-3H3	floral sharp|sour	
p-tolyl laurate	CCCCCCCCCCCC(=O)OC1=CC=C(C=C1)C	InChI=1S/C19H30O2/c1-3-4-5-6-7-8-9-10-11-12-19(20)21-18-15-13-17(2)14-16-18/h13-16H,3-12H2,1-2H3	floral	brown floral brown|vanilla earthy|nutty sharp|sour
p-tolyl phenylacetate	CC1=CC=C(C=C1)OC(=O)CC2=CC=CC=C2	InChI=1S/C15H14O2/c1-12-7-9-14(10-8-12)17-15(16)11-13-5-3-2-4-6-13/h2-10H,11H2,1H3	sweet brown floral	sweet brown floral
